30,exhale,unknown,[[ 0.02958029  0.43490794  0.53551179]]
33,exhale,unknown,[[  7.80473274e-05   7.23317564e-02   9.27590191e-01]]
37,exhale,unknown,[[ 0.0766111   0.13562781  0.78776109]]
41,exhale,unknown,[[  5.12410945e-04   3.96853834e-02   9.59802210e-01]]
47,exhale,unknown,[[ 0.02462823  0.46765774  0.50771397]]
48,exhale,unknown,[[ 0.03100684  0.12008478  0.84890842]]
49,exhale,unknown,[[ 0.00230016  0.32373121  0.67396861]]
50,exhale,unknown,[[ 0.03865073  0.47644824  0.48490107]]
51,exhale,unknown,[[ 0.05044908  0.38270772  0.56684327]]
52,exhale,unknown,[[ 0.04078776  0.38166371  0.57754856]]
59,exhale,unknown,[[  7.97037035e-04   1.59753501e-01   8.39449525e-01]]
71,exhale,unknown,[[ 0.08070736  0.23915184  0.68014085]]
72,exhale,unknown,[[  4.04354185e-04   3.32612872e-01   6.66982830e-01]]
102,exhale,unknown,[[  1.61056960e-04   5.46044633e-02   9.45234478e-01]]
117,exhale,unknown,[[ 0.00158828  0.30847734  0.68993431]]
119,exhale,unknown,[[ 0.0010589   0.18539779  0.81354332]]
136,exhale,unknown,[[ 0.05367441  0.42487577  0.5214498 ]]
143,exhale,unknown,[[ 0.02570187  0.37090611  0.60339195]]
157,exhale,unknown,[[ 0.02622504  0.41280702  0.56096804]]
160,exhale,unknown,[[ 0.07037151  0.35156226  0.57806629]]
161,exhale,inhale,[[ 0.77033085  0.08923127  0.14043789]]
