9.2224e-07,6.89625e-11,0.999999
1.59954e-07,1.02903e-11,1.0
3.5631e-07,4.11381e-11,1.0
2.74482e-06,4.2617e-11,0.999997
0.00155753,4.17096e-09,0.998442
0.0230619,1.16266e-07,0.976938
0.221493,5.17998e-06,0.778501
0.123029,2.18733e-06,0.876969
0.000448084,5.87873e-09,0.999552
3.22395e-06,1.12676e-10,0.999997
0.000123002,4.46244e-09,0.999877
4.78157e-05,1.4613e-09,0.999952
0.00022903,6.1488e-09,0.999771
0.000747068,1.3317e-08,0.999253
2.12724e-05,1.15312e-09,0.999979
0.000349436,1.20675e-08,0.999651
0.000333707,6.70116e-09,0.999666
3.45851e-06,7.45371e-10,0.999997
9.67161e-08,8.26902e-12,1.0
2.77043e-07,3.64498e-11,1.0
4.10798e-07,1.23056e-11,1.0
1.17873e-06,2.34103e-11,0.999999
5.03273e-06,2.21046e-10,0.999995
6.90636e-05,5.22494e-10,0.999931
0.000725424,5.01972e-08,0.999275
0.00972767,6.96821e-08,0.990272
0.00388748,7.98464e-08,0.996113
0.0116902,9.13253e-08,0.98831
0.000141759,5.05479e-09,0.999858
4.22972e-05,3.51712e-09,0.999958
3.40571e-05,3.72385e-10,0.999966
0.000703177,8.73169e-09,0.999297
0.00161851,1.51099e-08,0.998381
0.92449,2.17982e-06,0.0755081
0.985984,2.19152e-05,0.0139942
0.655097,3.10522e-06,0.344899
0.981898,3.58862e-07,0.018102
0.561991,8.79699e-08,0.438009
0.109622,1.16321e-07,0.890378
0.000157242,1.04225e-09,0.999843
9.49148e-05,2.85203e-09,0.999905
3.48792e-05,1.59002e-09,0.999965
0.0003847,2.53032e-08,0.999615
0.00600964,1.11797e-06,0.993989
0.0189155,0.000143861,0.980941
0.203211,0.0140449,0.782744
0.108867,0.861927,0.0292062
0.000876033,0.997081,0.00204318
0.000170205,0.997127,0.00270246
3.73688e-06,0.999498,0.000498059
6.04557e-06,0.962089,0.0379048
1.99298e-06,0.992215,0.00778259
3.77336e-06,0.971278,0.0287183
4.09628e-06,0.972957,0.0270387
7.9956e-06,0.943545,0.0564472
8.92593e-06,0.939034,0.0609571
1.55322e-05,0.876527,0.123457
1.68157e-05,0.867082,0.132901
3.13552e-05,0.788587,0.211382
6.40248e-05,0.662448,0.337488
3.55049e-05,0.848456,0.151508
4.93521e-05,0.80198,0.19797
4.95596e-05,0.748488,0.251463
2.79191e-05,0.769225,0.230747
