3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
0.00313453,0.857651,0.139215
0.0047348,0.0048389,0.990426
7.19666e-08,7.45407e-07,0.999999
1.9295e-08,5.00149e-06,0.999995
4.07175e-11,5.20858e-08,1.0
0.00133148,0.855613,0.143056
5.73937e-06,0.971626,0.028368
6.83477e-05,0.0766408,0.923291
5.99097e-08,0.0010822,0.998918
1.40574e-09,0.00296729,0.997033
4.10049e-08,0.727263,0.272737
7.44181e-08,0.999576,0.000423736
7.25387e-09,0.999999,1.08514e-06
4.00924e-09,1.0,5.29225e-08
1.45832e-10,1.0,2.47865e-07
1.95376e-10,0.999999,5.61578e-07
2.07986e-08,0.999995,4.66222e-06
9.64015e-07,0.999432,0.000567092
1.85237e-05,0.993997,0.00598474
0.000561525,0.669265,0.330173
3.28266e-07,0.996383,0.00361674
1.59959e-09,0.999662,0.000338042
2.06358e-08,0.998706,0.00129424
1.05142e-08,0.999336,0.000664117
6.78787e-09,0.999551,0.000448548
6.73827e-09,0.999595,0.000405364
3.10248e-08,0.998964,0.00103618
1.75513e-07,0.997096,0.00290425
1.91522e-07,0.996448,0.00355181
1.84807e-07,0.996177,0.00382274
1.92447e-07,0.995973,0.00402715
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
4.60091e-06,5.0331e-05,0.999945
0.333841,0.0170487,0.649111
3.83372e-06,6.45028e-05,0.999932
1.46996e-06,0.0103228,0.989676
8.44607e-07,0.245084,0.754915
1.45531e-05,0.0419232,0.958062
0.0138036,0.00294629,0.98325
0.0776297,6.00461e-05,0.92231
0.0384944,8.87472e-05,0.961417
1.41689e-05,1.74709e-05,0.999968
3.79032e-07,2.59904e-05,0.999974
4.96097e-09,7.52515e-08,1.0
1.08268e-07,3.99863e-09,1.0
8.42867e-06,0.000112585,0.999879
4.99308e-07,0.0156211,0.984378
1.08336e-07,5.66509e-05,0.999943
9.28929e-08,0.721816,0.278184
7.15346e-08,0.00144021,0.99856
3.05171e-09,4.37177e-05,0.999956
4.08086e-07,0.00130198,0.998698
0.0276122,0.00452683,0.967861
0.00117015,0.00219742,0.996632
0.000106771,0.0118024,0.988091
8.67683e-05,0.0148092,0.985104
4.93028e-05,0.0182267,0.981724
2.59889e-05,0.960595,0.0393792
3.57372e-06,0.983827,0.0161697
5.46515e-07,0.992305,0.00769417
3.67571e-07,0.993639,0.00636065
5.70431e-07,0.991149,0.00884997
3.18623e-07,0.993698,0.00630141
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
3.75673e-08,0.998977,0.00102273
0.000419962,0.0369647,0.962615
0.00037011,3.24244e-05,0.999597
4.50843e-12,1.59747e-12,1.0
2.99628e-06,3.85781e-07,0.999997
4.33895e-05,0.00237115,0.997585
7.73734e-07,0.00035018,0.999649
1.41179e-07,4.63414e-05,0.999954
2.52695e-06,2.43889e-05,0.999973
7.01185e-06,6.45515e-06,0.999987
0.000127528,2.27645e-05,0.99985
